	ID	affect_dimension	intensity_scores	intensity_descriptions	tweets
1103	2017-En-40765	valence	1	 slightly positive emotional state can be inferred	xxupp_str Good morning chirpy  hashtag  spring equinox and your pensive sister  hashtag  autumn equinox xxupp_all A perfect day however it is expressed 🌹🍁🌓☯️  hashtag  the beauty of balance
1104	2017-En-20360	valence	-2	 moderately negative emotional state can be inferred	xxupp_all user_mention xxupp_str And xxupp_all I hope when the police met him at the subway that they took him straight to jail 😕
1105	2017-En-30391	valence	0	 neutral or mixed emotional state can be inferred	xxupp_all I can not depict what xxupp_all I feel right now.. xxupp_all I feel jubilant yet anxious, or..dunno. xxupp_str It seems like now xxupp_str I'm having something worth wait everyday.
1106	2017-En-10702	valence	3	 very positive emotional state can be inferred	i love that tay &amp; tiff are just sitting at my house while i'm at work 🙃
1107	2017-En-30576	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Tip  number : xxupp_str Don't worry about pleasing everyone.  hashtag  titan wisdom
1108	2017-En-40356	valence	0	 neutral or mixed emotional state can be inferred	user_mention i dunno, xxupp_str I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse
1109	2017-En-11241	valence	-3	 very negative emotional state can be inferred	user_mention xxupp_all user_mention xxupp_all I guess. xxupp_str It's just heartbreaking the ease with which they can kill an innocent man and get away with it.  hashtag  indignation
1110	2017-En-30557	valence	0	 neutral or mixed emotional state can be inferred	user_mention agreed. xxupp_str Memphis looks lively also
1111	2017-En-31205	valence	3	 very positive emotional state can be inferred	xxupp_all I took a yr off school and xxupp_str I'm proud to say xxupp_all I got accepted again, yo girl is going to finish!  hashtag  happy
1112	2017-En-31028	valence	0	 neutral or mixed emotional state can be inferred	user_mention user_mention now that xxupp_all I have been sucked into this wormhole of hilarity with no escape, xxupp_all I can say how weird and accurate this is
1113	2017-En-20885	valence	-2	 moderately negative emotional state can be inferred	the ending of how xxupp_all I met your mother is dreadful
1114	2017-En-40911	valence	0	 neutral or mixed emotional state can be inferred	 number  might be a serious number, but  number  sounds better. xxupp_str Wild card race!!
1115	2017-En-30050	valence	3	 very positive emotional state can be inferred	xxupp_str Thank you user_mention for the balloons today.  hashtag  smile  hashtag  good day  hashtag   number 
1116	2017-En-30542	valence	1	 slightly positive emotional state can be inferred	xxupp_str You know, you're pro-actively playful. xxupp_str You want to press your boobs into my face, xxupp_str Tatenashi. xxupp_str I'm not saying no, though. = number 
1117	2017-En-41427	valence	-3	 very negative emotional state can be inferred	xxupp_all I know it's the final day of summer when it's the finale of user_mention  hashtag  sadness
1118	2017-En-40066	valence	-3	 very negative emotional state can be inferred	user_mention  hashtag  charlotte protest do u  hashtag  wait  number  the facts  hashtag  video or do u  hashtag  hate now ask questions later  hashtag  sad  hashtag  protest  hashtag  police shootings  hashtag  suggestions
1119	2017-En-30503	valence	0	 neutral or mixed emotional state can be inferred	xxupp_all I think what  number  to really needs to round it out is a user_mention vs user_mention twitter debate. xxupp_str End on something joyful, ya know?.
1120	2017-En-11016	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_str Hi xxupp_str Monica, xxupp_all I write regularly for user_mention - but not on bees - never dared try them  hashtag  buzz xxupp_all  hashtag  honey
1121	2017-En-30710	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Halfway to work and xxupp_all I realize xxupp_all I forgot to put on underwear....It's going to be one of those days!  hashtag  mom brain  hashtag  too much going on  hashtag  long day  hashtag  breezy
1122	2017-En-31451	valence	3	 very positive emotional state can be inferred	xxupp_str That was a lovely story to actually see xxupp_str Ruth and hubby who won the cashcow user_mention .It was so funny when she left the phone  hashtag  happy 😊
1123	2017-En-40320	valence	-2	 moderately negative emotional state can be inferred	xxupp_str It's become a verb. 'I'm gonna xxupp_str Villaseñor all those old contacts xxupp_all I don't need anymore.'  hashtag  sadness user_mention  hashtag  waiting for explanation
1124	2017-En-30395	valence	3	 very positive emotional state can be inferred	xxupp_str Charlotte and a friend just climbed to the top of a windmill! xxupp_str Think the view was easy, breezy, beautiful? user_mention
1125	2017-En-40426	valence	-1	 slightly negative emotional state can be inferred	user_mention user_mention xxupp_all user_mention user_mention xxupp_all I thought it was because she once sunk her teeth into something that's meant 2b sooked
1126	2017-En-31600	valence	0	 neutral or mixed emotional state can be inferred	semores: let's get this.  hashtag  mirth xxupp_all  hashtag  saw  hashtag  keep the tradition 💜💛⚛🏵🍇🍋🌼🐤🐥👚😈😈👾🧀
1127	2017-En-10614	valence	-1	 slightly negative emotional state can be inferred	xxupp_str What terrible thing to see and have no vision-\n\nHelen xxupp_str Keller-\n\n-Begin with the end in mind-\n\nStephen xxupp_str Covey-\n\n  hashtag  where are u going
1128	2017-En-30371	valence	3	 very positive emotional state can be inferred	xxupp_str It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n hashtag funny  hashtag  pun  hashtag  punny  hashtag  lol  hashtag  hilarious
1129	2017-En-30200	valence	3	 very positive emotional state can be inferred	user_mention user_mention xxupp_all I wish, xxupp_all I really, truly wish, that xxupp_all I had just a modicum of your banter.  hashtag  hilarious
1130	2017-En-31067	valence	3	 very positive emotional state can be inferred	user_mention user_mention xxupp_str Book  number ! xxupp_str It's so sprightly &amp; fun cuz he'd been reinvigorated by the xxupp_str Harry xxupp_str Potter series. xxupp_str I'm not kidding.
1131	2017-En-10704	valence	3	 very positive emotional state can be inferred	user_mention xxupp_str Oh gosh, if you get  number + raging comments from cruise fans, xxupp_all I will just die laughing!
1132	2017-En-11535	valence	0	 neutral or mixed emotional state can be inferred	user_mention  hashtag  trumps  hashtag  fear &amp;  hashtag  anger are similar to what  hashtag  hitler preached to come to power in xxupp_str Germany. xxupp_str Wake up xxupp_str America!!
1133	2017-En-31112	valence	2	 moderately positive emotional state can be inferred	xxupp_str Needed levity: xxupp_str Hubs + xxupp_all I talking of user_mention xxupp_str Kyle's new solo album, my  number  yo says ' user_mention '? xxupp_str She loves ur news show  hashtag   number  news xxupp_all @9NEWS xxupp_all LOLZ
1134	2017-En-30866	valence	3	 very positive emotional state can be inferred	xxupp_all A  hashtag  new day to  hashtag  live and  hashtag  smile xxupp_str Hope all the  hashtag  followers a nice  hashtag  night or  hashtag  day xxupp_all :D
1135	2017-En-21322	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement.
1136	2017-En-21979	valence	-2	 moderately negative emotional state can be inferred	xxupp_str So much  hashtag  terrible  hashtag  music playing on the  hashtag  radio has started to make me wonder weather my taste in music is good or just completely shit
1137	2017-En-30936	valence	1	 slightly positive emotional state can be inferred	xxupp_str How is your toddler coping with the new arrival? xxupp_str Has he tried killing her yet?' they cheerfully ask.
1138	2017-En-21989	valence	-2	 moderately negative emotional state can be inferred	user_mention user_mention and it's xxupp_str Kelvin xxupp_str Mackenzie tomorrow...  hashtag  shudder xxupp_str DontBuyTheSun
1139	2017-En-30747	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Rap that will xxupp_str Cut other raper's throat. xxupp_str Who said that? user_mention  hashtag  badd  hashtag  wicked  hashtag  bright city lights
1140	2017-En-30818	valence	-3	 very negative emotional state can be inferred	xxupp_str It's just the lack of company and liveliness out here that makes me bored.
1141	2017-En-20892	valence	-3	 very negative emotional state can be inferred	user_mention xxupp_str It still destroys xxupp_str Fear xxupp_str The xxupp_str Walking xxupp_str Dead. xxupp_str That show is horrible
1142	2017-En-10238	valence	-3	 very negative emotional state can be inferred	xxupp_str And she got all angry telling me 'but what would be doing a  number  year old guy looking for a girl like you' and xxupp_all I felt  hashtag  offended
1143	2017-En-30949	valence	1	 slightly positive emotional state can be inferred	xxupp_str They tend to loosen up a bit when drunk, and can seem pretty cheerful.
1144	2017-En-31334	valence	-2	 moderately negative emotional state can be inferred	user_mention user_mention user_mention xxupp_str Sorry for the levity if at all inappropriate but this combined with my love of xxupp_str Charlotte reminds me rn...
1145	2017-En-20048	valence	-3	 very negative emotional state can be inferred	i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite
1146	2017-En-10457	valence	0	 neutral or mixed emotional state can be inferred	user_mention _penn_r user_mention has turned into a rather fiery xxupp_all GG radical)
1147	2017-En-11408	valence	-1	 slightly negative emotional state can be inferred	user_mention xxupp_all I offered user_mention user_mention user_mention gold or silver but they said xxupp_str Nah...  hashtag  bit coin
1148	2017-En-41514	valence	-3	 very negative emotional state can be inferred	user_mention second pair of scales xxupp_all I have bought that have stopped working after battery change. xxupp_str Is this an issue you are aware of?  hashtag  unhappy
1149	2017-En-40141	valence	-3	 very negative emotional state can be inferred	xxupp_str And xxupp_all I won't even get started with xxupp_str Hillary and her fancy fundraisers!  hashtag  depressing
1150	2017-En-31095	valence	2	 moderately positive emotional state can be inferred	xxupp_str Manchester xxupp_str United v xxupp_str Manchester xxupp_str City  hashtag  happy days xxupp_all  hashtag  efl
1151	2017-En-20440	valence	-2	 moderately negative emotional state can be inferred	user_mention u shd b embrrssd. u jack up my bp meds twice and it will still take  number - number  days? xxupp_str Not express at all.  hashtag  express scripts
1152	2017-En-31147	valence	-1	 slightly negative emotional state can be inferred	xxupp_all I gave up on the xxupp_all U20 xxupp_str Rugby bet on the xxupp_str Roosters!  hashtag  nrl
